Livro,Capítulo,Verso,Antes,Depois
Lc,11,6,visto que um amigo meu chegou de uma viagem para mim e não tenho o <i>que</i> pôr diante dele;,visto que um amigo meu chegou de uma viagem para mim e não tenho o <n>[que]</n> pôr diante dele;
Lc,11,7,"e aquele, <i>de</i> dentro, respondendo, disser: Não me causes incômodo; já a porta tem sido fechada, e os meus filhos<f>[1]</f> estão comigo na cama; não posso <i>me</i> levantar <i>para</i> te dar? —","e aquele, <n>[de]</n> dentro, respondendo, disser: Não me causes incômodo; já a porta tem sido fechada, e os meus filhos<f>[1]</f> estão comigo na cama; não posso <n>[me]</n> levantar <n>[para]</n> te dar? —"
Lc,11,8,"Digo‑vos: Mesmo se não levantar <i>e</i> lhe dará por ser seu amigo, ao menos pela sem‑vergonhice dele, levantando<i>-se</i>, lhe dará tanto quanto precisa.","Digo‑vos: Mesmo se não levantar <n>[e]</n> lhe dará por ser seu amigo, ao menos pela sem‑vergonhice dele, levantando<n>[-se]</n>, lhe dará tanto quanto precisa."
Lc,11,9,"E <i>eu</i> vos digo: Pedi<f>[1]</f>, e vos será dado; procurai, e achareis; batei, e vos será aberto.","E <n>[eu]</n> vos digo: Pedi<f>[1]</f>, e vos será dado; procurai, e achareis; batei, e vos será aberto."
Lc,11,11,"Quem, pois, <i>há</i> de vós <i>que é</i> pai, <i>e se</i> o filho pedirá pão — acaso dar‑lhe‑á uma pedra? Ou também um peixe — acaso dar‑lhe‑á no lugar de um peixe uma serpente?<f>[1]</f>","Quem, pois, <n>[há]</n> de vós <n>[que é]</n> pai, <n>[e se]</n> o filho pedirá pão — acaso dar‑lhe‑á uma pedra? Ou também um peixe — acaso dar‑lhe‑á no lugar de um peixe uma serpente?<f>[1]</f>"
Lc,11,13,"Se, então, <i>vós</i>, sendo maus, sabeis dar boas dádivas aos vossos filhos<f>[1]</f>, quanto mais o Pai, o <i>que é</i> do céu, dará<f>[2]</f> <i>o</i> Espírito Santo àqueles que lh<i>o</i> pedirem!<pb/>","Se, então, <n>[vós]</n>, sendo maus, sabeis dar boas dádivas aos vossos filhos<f>[1]</f>, quanto mais o Pai, o <n>[que é]</n> do céu, dará<f>[2]</f> <n>[o]</n> Espírito Santo àqueles que lh<n>[o]</n> pedirem!<pb/>"
Lc,11,16,"Outros, pois, tentando<i>‑o</i>, desejavam dele um sinal d<i>o</i> céu.","Outros, pois, tentando<n>[‑o]</n>, desejavam dele um sinal d<n>[o]</n> céu."
Lc,11,17,"<i>Ele</i>, pois, sabendo os pensamentos deles, disse‑lhes: Todo reino dividido contra si mesmo é devastado; e casa <i>dividida contra</i> casa, cai.","<n>[Ele]</n>, pois, sabendo os pensamentos deles, disse‑lhes: Todo reino dividido contra si mesmo é devastado; e casa <n>[dividida contra]</n> casa, cai."
Lc,11,18,"Se, pois, o Satanás contra si mesmo for dividido, como subsistirá o seu reino? Porque dizeis <i>que</i> eu por Beëlzebul expulso os demônios.","Se, pois, o Satanás contra si mesmo for dividido, como subsistirá o seu reino? Porque dizeis <n>[que]</n> eu por Beëlzebul expulso os demônios."
Lc,11,19,"Se, pois, <i>eu</i> por Beëlzebul expulso os demônios, por quem os seus filhos <i>os</i> expulsam? Por isso <i>eles</i> serão <i>os</i> vossos juízes.","Se, pois, <n>[eu]</n> por Beëlzebul expulso os demônios, por quem os seus filhos <n>[os]</n> expulsam? Por isso <n>[eles]</n> serão <n>[os]</n> vossos juízes."
Lc,11,20,"Se, pois, <i>eu</i>, pel<i>o</i> dedo de Deus expulso os demônios, então chegou a<f>[1]</f> vós o reino de Deus.","Se, pois, <n>[eu]</n>, pel<n>[o]</n> dedo de Deus expulso os demônios, então chegou a<f>[1]</f> vós o reino de Deus."
Lc,11,22,"quando<f>[1]</f>, pois, um mais forte do que ele, sobrevindo, o vence, tira<i>‑lhe</i> a sua armadura em<f>[2]</f> que confiava e distribui o seu despojo.","quando<f>[1]</f>, pois, um mais forte do que ele, sobrevindo, o vence, tira<n>[‑lhe]</n> a sua armadura em<f>[2]</f> que confiava e distribui o seu despojo."
Lc,11,24,"Quando o espírito imundo sai do homem, atravessa lugares áridos, procurando descanso, e não <i>o</i> achando, diz: Retornarei para a minha casa donde saí;","Quando o espírito imundo sai do homem, atravessa lugares áridos, procurando descanso, e não <n>[o]</n> achando, diz: Retornarei para a minha casa donde saí;"
Lc,11,25,"e, chegando, acha<i>‑a</i> varrida e adornada<f>[1]</f>.","e, chegando, acha<n>[‑a]</n> varrida e adornada<f>[1]</f>."
Lc,11,26,"Então, vai e leva outros sete espíritos piores do que ele e, entrando, habita ali; e o último <i>estado</i> daquele homem se torna pior do que o primeiro.<pb/>","Então, vai e leva outros sete espíritos piores do que ele e, entrando, habita ali; e o último <n>[estado]</n> daquele homem se torna pior do que o primeiro.<pb/>"
Lc,11,27,"Aconteceu, pois, ao ele dizer essas <i>coisas</i>, <i>que</i> uma certa mulher da<f>[1]</f> multidão, levantando <i>a</i> voz, lhe disse: Bem‑aventurado<f>[2]</f> o ventre que te trouxe, e os seios que sugaste<f>[3]</f>!","Aconteceu, pois, ao ele dizer essas <n>[coisas]</n>, <n>[que]</n> uma certa mulher da<f>[1]</f> multidão, levantando <n>[a]</n> voz, lhe disse: Bem‑aventurado<f>[2]</f> o ventre que te trouxe, e os seios que sugaste<f>[3]</f>!"
Lc,11,28,"<i>Ele</i>, pois, disse: Antes bem‑aventurados os que ouvem a palavra<f>[1]</f> de Deus e [a] guardam!<pb/>","<n>[Ele]</n>, pois, disse: Antes bem‑aventurados os que ouvem a palavra<f>[1]</f> de Deus e [a] guardam!<pb/>"
Lc,11,30,"Porque como Jonas chegou a ser um sinal <i>a</i>os ninivitas, assim <i>o</i> será também o Filho do homem à esta geração.","Porque como Jonas chegou a ser um sinal <n>[a]</n>os ninivitas, assim <n>[o]</n> será também o Filho do homem à esta geração."
Lc,11,31,"<i>A</i> rainha d<i>o</i> sul <i>se</i> levantará<f>[1]</f> no juízo com os homens desta geração e os condenará; porque veio das extremidades da terra a ouvir a sabedoria de Salomão<f>[2]</f>, e, vede, um maior <i>do que</i> Salomão <i>está</i> aqui.","<n>[A]</n> rainha d<n>[o]</n> sul <n>[se]</n> levantará<f>[1]</f> no juízo com os homens desta geração e os condenará; porque veio das extremidades da terra a ouvir a sabedoria de Salomão<f>[2]</f>, e, vede, um maior <n>[do que]</n> Salomão <n>[está]</n> aqui."
Lc,11,32,"Homens de Nínive<f>[1]</f> <i>se</i> levantarão no julgamento com esta geração e a condenarão; porque se arrependeram com a pregação de Jonas; e, vede, um maior <i>do que</i> Jonas <i>está</i> aqui.<pb/>","Homens de Nínive<f>[1]</f> <n>[se]</n> levantarão no julgamento com esta geração e a condenarão; porque se arrependeram com a pregação de Jonas; e, vede, um maior <n>[do que]</n> Jonas <n>[está]</n> aqui.<pb/>"
Lc,11,33,"Ninguém[,pois], tendo acendido uma lâmpada<f>[1]</f>, <i>a</i> põe em<f>[2]</f> oculto nem debaixo do alqueire<f>[3]</f>, mas no suporte de lâmpada<f>[4]</f>, para que os que entram vejam a luz<f>[5]</f>.","Ninguém[,pois], tendo acendido uma lâmpada<f>[1]</f>, <n>[a]</n> põe em<f>[2]</f> oculto nem debaixo do alqueire<f>[3]</f>, mas no suporte de lâmpada<f>[4]</f>, para que os que entram vejam a luz<f>[5]</f>."
Lc,11,34,"A lâmpada do corpo é o [teu] olho; quando[, então,] o teu olho for simples<f>[1]</f>, também todo o teu corpo é luminoso; quando, pois, for mau<f>[2]</f>, também o teu corpo <i>será</i> escuro.","A lâmpada do corpo é o [teu] olho; quando[, então,] o teu olho for simples<f>[1]</f>, também todo o teu corpo é luminoso; quando, pois, for mau<f>[2]</f>, também o teu corpo <n>[será]</n> escuro."
Lc,11,35,"Cuida, então, que a luz <i>que está</i> em ti, não seja escuridão.","Cuida, então, que a luz <n>[que está]</n> em ti, não seja escuridão."
Lc,11,36,"Se, então, todo o teu corpo <i>for</i> luminoso, não tendo parte nenhuma escura, tudo será luminoso, como quando a lâmpada com o <i>seu</i> raio te ilumina<f>[1]</f>.<pb/>","Se, então, todo o teu corpo <n>[for]</n> luminoso, não tendo parte nenhuma escura, tudo será luminoso, como quando a lâmpada com o <n>[seu]</n> raio te ilumina<f>[1]</f>.<pb/>"
Lc,11,38,"O fariseu, pois, vendo<i>‑o</i>, admirou‑se que não primeiro se lavou, antes do almoço.","O fariseu, pois, vendo<n>[‑o]</n>, admirou‑se que não primeiro se lavou, antes do almoço."
Lc,11,39,"Disse, pois, o Senhor para ele: Agora, vós, os fariseus, purificais o exterior do copo e da travessa<f>[1]</f>, mas o vosso interior <i>está</i> cheio de roubo e maldade.","Disse, pois, o Senhor para ele: Agora, vós, os fariseus, purificais o exterior do copo e da travessa<f>[1]</f>, mas o vosso interior <n>[está]</n> cheio de roubo e maldade."
Lc,11,41,"Entretanto dai esmolas das <i>coisas</i> que tendes<f>[1]</f>, e, vede, todas <i>as coisas</i> vos serão limpas<f>[2]</f>.","Entretanto dai esmolas das <n>[coisas]</n> que tendes<f>[1]</f>, e, vede, todas <n>[as coisas]</n> vos serão limpas<f>[2]</f>."
Lc,11,42,"Mas ai de vós, fariseus! Porque dizimais a hortelã e a arruda e toda a hortaliça, e passais <i>de lado</i><f>[1]</f> <i>d</i>o juízo<f>[2]</f> e <i>d</i>o amor de Deus. Essas <i>coisas</i>, pois, deveríeis ter feito e aquelas não <i>deveríeis ter</i> deixado.","Mas ai de vós, fariseus! Porque dizimais a hortelã e a arruda e toda a hortaliça, e passais <n>[de lado]</n><f>[1]</f> <n>[d]</n>o juízo<f>[2]</f> e <n>[d]</n>o amor de Deus. Essas <n>[coisas]</n>, pois, deveríeis ter feito e aquelas não <n>[deveríeis ter]</n> deixado."
Lc,11,44,Ai de vós!<f>[1]</f> Porque sois como sepulturas invisíveis; e os homens andando sobre elas não <i>o</i> sabem.,Ai de vós!<f>[1]</f> Porque sois como sepulturas invisíveis; e os homens andando sobre elas não <n>[o]</n> sabem.
Lc,11,45,"Respondendo, pois, um dos jurisconsultos<f>[1]</f> diz‑lhe: Mestre, dizendo essas <i>coisas</i>, também insultas a nós.","Respondendo, pois, um dos jurisconsultos<f>[1]</f> diz‑lhe: Mestre, dizendo essas <n>[coisas]</n>, também insultas a nós."
Lc,11,48,"Por conseguinte, testemunhais<f>[1]</f> e consentis <i>com</i> as obras dos vossos pais, porque eles os mataram, vós, pois, construís [os seus túmulos].","Por conseguinte, testemunhais<f>[1]</f> e consentis <n>[com]</n> as obras dos vossos pais, porque eles os mataram, vós, pois, construís [os seus túmulos]."
Lc,11,49,"Por isso também a sabedoria de Deus disse: Enviarei para eles profetas e apóstolos, e deles <i>alguns</i> matarão e perseguirão,","Por isso também a sabedoria de Deus disse: Enviarei para eles profetas e apóstolos, e deles <n>[alguns]</n> matarão e perseguirão,"
Lc,11,50,"para que desta geração seja requerido o sangue de todos os profetas, que tem sido derramado desde <i>a</i> fundação d<i>o</i> mundo:","para que desta geração seja requerido o sangue de todos os profetas, que tem sido derramado desde <n>[a]</n> fundação d<n>[o]</n> mundo:"
Lc,11,52,"Ai de vós, jurisconsultos<f>[1]</f>! Porque tirastes<f>[2]</f> a chave do conhecimento; vós mesmos não entrastes e aos que <i>queriam</i> entrar, impedistes.","Ai de vós, jurisconsultos<f>[1]</f>! Porque tirastes<f>[2]</f> a chave do conhecimento; vós mesmos não entrastes e aos que <n>[queriam]</n> entrar, impedistes."
Lc,11,53,"Dizendo‑lhes ele, pois, essas <i>coisas</i>,<f>[1]</f> começaram os escribas e fariseus a terrivelmente<f>[2]</f> apertá<i>-lo</i> e interrogá‑lo referente a muitas<f>[3]</f> <i>coisas</i>;","Dizendo‑lhes ele, pois, essas <n>[coisas]</n>,<f>[1]</f> começaram os escribas e fariseus a terrivelmente<f>[2]</f> apertá<n>[-lo]</n> e interrogá‑lo referente a muitas<f>[3]</f> <n>[coisas]</n>;"
Lc,12,2,"Nada, pois, há<f>[1]</f> <i>completamente</i> coberto, que não será descoberto, e <i>nada</i> oculto, que não será conhecido.","Nada, pois, há<f>[1]</f> <n>[completamente]</n> coberto, que não será descoberto, e <n>[nada]</n> oculto, que não será conhecido."
Lc,12,3,"Por isso, as <i>coisas</i> que dissestes na escuridão, na luz serão ouvidas; e o que falastes para o ouvido na câmara<f>[1]</f>, será proclamado sobre os telhados.","Por isso, as <n>[coisas]</n> que dissestes na escuridão, na luz serão ouvidas; e o que falastes para o ouvido na câmara<f>[1]</f>, será proclamado sobre os telhados."
Lc,12,4,"Digo, pois, a vós, os meus amigos: Não sedes tementes daqueles que matam o corpo, e depois dessas <i>coisas</i> não têm nada mais o que <i>podem</i> fazer.","Digo, pois, a vós, os meus amigos: Não sedes tementes daqueles que matam o corpo, e depois dessas <n>[coisas]</n> não têm nada mais o que <n>[podem]</n> fazer."
Lc,12,5,"Mostrar‑vos‑ei, pois, a quem temer: Temei aquele que, depois de matar, tem autoridade <i>para</i> lançar no geena<f>[1]</f>. Sim, digo‑vos, esse temei.","Mostrar‑vos‑ei, pois, a quem temer: Temei aquele que, depois de matar, tem autoridade <n>[para]</n> lançar no geena<f>[1]</f>. Sim, digo‑vos, esse temei."
Lc,12,12,porque o Espírito Santo vos ensinará na mesma hora quais <i>coisas</i> convém dizer.,porque o Espírito Santo vos ensinará na mesma hora quais <n>[coisas]</n> convém dizer.
Lc,12,13,"Disse, pois, alguém da multidão <i>a</i> ele: Mestre, dize ao meu irmão que divida comigo a herança.","Disse, pois, alguém da multidão <n>[a]</n> ele: Mestre, dize ao meu irmão que divida comigo a herança."
Lc,12,14,"Ele, pois, disse‑lhe: Homem, quem me pôs <i>por</i> juiz ou repartidor sobre vós?","Ele, pois, disse‑lhe: Homem, quem me pôs <n>[por]</n> juiz ou repartidor sobre vós?"
Lc,12,15,"Disse, pois, para eles: Acautelai<i>‑vos</i> e guardai<i>‑vos</i> de toda<f>[1]</f> avareza, porque mesmo que alguém tenha abundância a sua vida não faz parte dos seus bens.<f>[2]</f>","Disse, pois, para eles: Acautelai<n>[‑vos]</n> e guardai<n>[‑vos]</n> de toda<f>[1]</f> avareza, porque mesmo que alguém tenha abundância a sua vida não faz parte dos seus bens.<f>[2]</f>"
Lc,12,20,"Disse‑lhe, pois, Deus: Insensato<f>[1]</f>! Esta noite pedirão de ti a tua alma; as <i>coisas</i>, pois, que preparaste, para quem serão?","Disse‑lhe, pois, Deus: Insensato<f>[1]</f>! Esta noite pedirão de ti a tua alma; as <n>[coisas]</n>, pois, que preparaste, para quem serão?"
Lc,12,21,"Assim <i>é</i> o que amontoa tesouros<f>[1]</f> para si mesmo, e para com Deus não é rico.","Assim <n>[é]</n> o que amontoa tesouros<f>[1]</f> para si mesmo, e para com Deus não é rico."
Lc,12,23,"porque a vida é mais <i>do que</i> comida, e o corpo <i>mais do que</i> a vestimenta.","porque a vida é mais <n>[do que]</n> comida, e o corpo <n>[mais do que]</n> a vestimenta."
Lc,12,24,"Considerai os corvos, que não semeiam nem ceifam, que não têm despensa<f>[1]</f> nem celeiro, e Deus os alimenta. Quanto mais <i>sois</i> vós<f>[2]</f> melhores do que muitas aves!","Considerai os corvos, que não semeiam nem ceifam, que não têm despensa<f>[1]</f> nem celeiro, e Deus os alimenta. Quanto mais <n>[sois]</n> vós<f>[2]</f> melhores do que muitas aves!"
Lc,12,26,"Se, então, não podeis <i>o</i> mínimo, porque estejais cuidadosos<f>[1]</f> referente ao restante?","Se, então, não podeis <n>[o]</n> mínimo, porque estejais cuidadosos<f>[1]</f> referente ao restante?"
Lc,12,28,"Se, pois, Deus assim veste a erva no campo, que existe<f>[1]</f> hoje, e amanhã é lançada no forno, quanto mais a vós, <i>homens de</i> pouca<f>[2]</f> fé?","Se, pois, Deus assim veste a erva no campo, que existe<f>[1]</f> hoje, e amanhã é lançada no forno, quanto mais a vós, <n>[homens de]</n> pouca<f>[2]</f> fé?"
Lc,12,30,porque todas essas <i>coisas</i> as nações do mundo procuram; o vosso Pai sabe que necessitais dessas <i>coisas</i>.,porque todas essas <n>[coisas]</n> as nações do mundo procuram; o vosso Pai sabe que necessitais dessas <n>[coisas]</n>.
Lc,12,31,"Porém<f>[1]</f>, procurai o seu reino<f>[2]</f>, e essas<f>[3]</f> <i>coisas</i> vos serão acrescentadas.","Porém<f>[1]</f>, procurai o seu reino<f>[2]</f>, e essas<f>[3]</f> <n>[coisas]</n> vos serão acrescentadas."
Lc,12,32,"Não temas, <i>tu,</i> o rebanho pequeno<f>[1]</f>, porque agradou ao vosso Pai dar‑vos o reino.","Não temas, <n>[tu,]</n> o rebanho pequeno<f>[1]</f>, porque agradou ao vosso Pai dar‑vos o reino."
Lc,12,33,"Vendei o que possuís e dai esmolas; fazei para vós mesmos bolsas que não envelheçam, um tesouro inesgotável<f>[1]</f> nos céus, onde <i>o</i> ladrão não se aproxima nem <i>a</i> traça destrói<f>[2]</f>.","Vendei o que possuís e dai esmolas; fazei para vós mesmos bolsas que não envelheçam, um tesouro inesgotável<f>[1]</f> nos céus, onde <n>[o]</n> ladrão não se aproxima nem <n>[a]</n> traça destrói<f>[2]</f>."
Lc,12,36,"e vós, <i>sede</i> semelhante a homens aguardando<f>[1]</f> o seu senhor, quando retorna das bodas, para que, chegando e batendo, imediatamente lhe abrem.","e vós, <n>[sede]</n> semelhante a homens aguardando<f>[1]</f> o seu senhor, quando retorna das bodas, para que, chegando e batendo, imediatamente lhe abrem."
Lc,12,38,E se vier na segunda vigília e se <i>vier</i> na terceira vigília e <i>os</i> acha assim — bem‑aventurados são eles<f>[1]</f>!,E se vier na segunda vigília e se <n>[vier]</n> na terceira vigília e <n>[os]</n> acha assim — bem‑aventurados são eles<f>[1]</f>!
Lc,12,39,"Isto, pois, sabei: Se o dono de casa soubesse <i>em</i> que hora vinha o ladrão, [vigiaria e] não permitirira minar<f>[1]</f> a sua casa.","Isto, pois, sabei: Se o dono de casa soubesse <n>[em]</n> que hora vinha o ladrão, [vigiaria e] não permitirira minar<f>[1]</f> a sua casa."
Lc,12,40,"Também vós, [então,] estai preparados<f>[1]</f>! Porque numa hora em que não <i>o</i> pensais o Filho do homem vem.","Também vós, [então,] estai preparados<f>[1]</f>! Porque numa hora em que não <n>[o]</n> pensais o Filho do homem vem."
Lc,12,45,"Se, pois, aquele servo disser no seu coração: O meu senhor tarda <i>em</i> vir; e começar a bater os servos<f>[1]</f> e as servas e a comer e a beber e a embriagar‑se,","Se, pois, aquele servo disser no seu coração: O meu senhor tarda <n>[em]</n> vir; e começar a bater os servos<f>[1]</f> e as servas e a comer e a beber e a embriagar‑se,"
Lc,12,46,"virá o senhor daquele servo num dia em que não <i>o</i> espera, e numa hora que não conhece, e cortá‑lo‑á em duas <i>partes</i> e a sua porção lhe dará com os infiéis<f>[1]</f>.","virá o senhor daquele servo num dia em que não <n>[o]</n> espera, e numa hora que não conhece, e cortá‑lo‑á em duas <n>[partes]</n> e a sua porção lhe dará com os infiéis<f>[1]</f>."
Lc,12,48,"aquele, pois, que não a conheceu, mas fez <i>coisas</i> dignas de açoites, será espancado pouco. A todo <i>aquele</i>, pois, a quem muito foi dado — muito será requerido dele; e a quem muito foi confiado, mais ainda se lhe pedirá.","aquele, pois, que não a conheceu, mas fez <n>[coisas]</n> dignas de açoites, será espancado pouco. A todo <n>[aquele]</n>, pois, a quem muito foi dado — muito será requerido dele; e a quem muito foi confiado, mais ainda se lhe pedirá."
